tweet	label	length	fold
there is no need to still be up	0	0.155	5
positive thats all im going to be there ; s a reason why god removes people from our lives and makes it the way it is .	1	0.595	5
bruins still undefeated vs . mind games - espn ( blog espn ( blog ) bruins still undefeated vs . mind gamesespn ( blo ...	0	0.605	4
i swear my texting must be broken because no one responds	1	0.285	3
""" take a dirty picture for me , take a dirty picture , send a dirty picture to me , send a dirty picture . """	1	0.54	4
was that your truck ? hahaha	1	0.14	5
fenways th anniversary #gonnabeagoodday	1	0.195	4
the twitcam today was the weirdest , funniest one yet ! loved it	1	0.32	2
i'm not coming tht early .. sowwiiee	0	0.18	4
wooop ! reunited with me bet ya can't wait	1	0.21	2
my blackberrys starting to take the piss ! had to reboot  times today ! ! !	0	0.375	5
wow , thanks ! ang bilis ng pag-post ah , hehe .  never fails talaga . #idolmuch	1	0.4	1
the awkward moment when all the poll results on  comes in favor to #mdp & on   it comes in favor to the government .	1	0.58	5
followed of course	1	0.09	2
that might be too early for me . my mom works on saturday so it has to be sunday they come down !	0	0.485	5
ive had such a shit day ! i just need some chocolate and a load of junk food to cheer me up !	0	0.465	1
and follow me back	1	0.09	4
i love harry styles so so so much ... #awkward	0	0.23	4
senior night wow it came by fast	0	0.16	2
you said you loved me  i hope you still do	1	0.21	1
awww u made my day ! ! ! except my avi is blurry to some ppl	0	0.3	5
smk-link presentation pilot pro ( vp a thoughtful layout and ergonomic design makes presentation pilot pro ...	0	0.55	2
anyone find a shy little black cat in the mt waverley area , pls let me know . missing since last night . please rt	0	0.575	3
cisco syst . catalyst  geth mm-cable ( cab-gelx -  = the patch cord is required to comply with ieee standa ...	0	0.55	5
hello louis i wanted to tell you that in italy sell danette come in italy ahhaahah	1	0.41	4
i definitely didn't get enough sleep last night	0	0.235	5
excited for the pacers game tonight with my baby	1	0.24	2
someday i'll be living in a big old city , and all your ever gonna be is mean .. #mean - taylor swift ... love this song	1	0.6	3
#imagine zayn holding your newborn baby in his hands , crying tears of joy and whispering how much he loves you	1	0.555	4
* god answers your prayers * omg i'm homeless & i have no $ $ $ , please can i live with you ? ? ?	0	0.49	4
i miss liyahhh hope she's having fun with her daddy .	0	0.265	2
toddy really my bitch thouu -	1	0.145	4
i'm getting so old woke up with pain in my hip / leg and it hasn't gone away .	0	0.39	4
my life is officially ruined	0	0.14	4
you are the one i compare everyone else too	1	0.215	5
why you always gotta make fun of me ? i thought we were bffs forever .	0	0.35	1
things are looking up i'm so happy !	1	0.18	1
hot spots : why some teams , workplaces , and organizations buzz with energy - and others don't ( hardcover bestse ...	0	0.59	1
jack white finally earns his solo stripes with ' blunderbuss ' ( review white indulges his rootsy side , venturing ...	0	0.59	5
its probably not the sunburn	1	0.14	1
yes thank you ! i really really love it and now i'm going for  days in a little village in france	1	0.485	1
schools finally out ... another year down , now i can finally reach out to my family ... #downtime #sorryforthemotherfuckinwait	1	0.635	1
sleep , eat . what i did today . unproductive me again .	0	0.28	2
what turns you on most ? me ; seeing  girls together , a blonde a brunette , gorgeous big boobs , real kissing and licking good shaven pussy	1	0.7	2
hope andrew gets through this you are such an amazing strong family . the big c always hits the the most good people xx	0	0.595	4
my friends and i were in the video too we were right in front if the big carrot !	1	0.405	2
aw woo ok aimee where is you ...	1	0.16	1
feel so bad right now i'm sorry  i love you & you will be okay ! ! sorry for this	0	0.405	2
dm back ) ya for sure ! ! i know an actress that i wont name xd that will sufer in our talks hahaha	1	0.495	4
block them . unblock them . sorted	1	0.17	1
oh ? you're a virgin ? but you ask to give guys head left and right like its nothing ? of course , you're not a hoe at all	1	0.61	1
, im with you on that one ! we're gonna f * * k shit up either way >	1	0.34	4
lol oh ik ik rt  i really love my bess fren tho	1	0.235	5
everytime i listen to yesterday , it reminds me of	1	0.25	5
the weather man ( widescreen edition ) ( dvd popular chicago weatherman dave spritz ( nicolas cage ) has a shot at ...	0	0.59	3
in the analyst's consulting room ( paperback in the bi-personal field : experiences in child analysis , antonino ...	0	0.58	2
awww don't say that what you doin tonight	0	0.205	4
simply sinful ( house of pleasure ) ( kindle edition a wicked proposition . . . forced to wed at a young age , abig ...	0	0.595	4
you are calling again ? jared .. watch you phone bill never mind ... pls keep on calling & making echelon family happy	1	0.59	1
yeah i know ! :/ and i hate seeing sick people ! but i was only in the waiting room so there wasn't many there	1	0.55	4
i knew you would see that #preparationh	1	0.195	2
"x custom picture frame / poster frame . "" wide complete white wood frame (  this frame is manufactur ..."	0	0.52	4
thunder ( ( hiding under my covers like the bitch i am . fuck you storm . #scared	0	0.405	5
"read and vote at your own risk "" stelena versus delena : the good , the bad and the downright crazy "" via"	1	0.525	2
i know . that's why you subtweeted me	0	0.185	1
happy happy happy birthday  an glee on your birthday ? ! ? #bestdayever ! !	1	0.375	3
cup of tea , sweets and music sorts it out ! thank you have a lovely day <	1	0.37	5
i fucking hate this year ! i wish it would just end	0	0.255	3
jill scott ft . anthony hamilton - so in love ( official video  via	0	0.335	1
no ! i get the normal one	1	0.125	1
has now lost  stone so why do i still feel so fat can't wait to shift this other  stone and feel better about myself x	0	0.59	4
there's a boy at my house that proper looks and laughs like you ! i walk downstairs and was like fuckkk joe but it wasn't you	0	0.625	5
i want to work out so bad , just not by myself . someone take me to zumba !	0	0.375	5
ferry-morse  organic pea seeds , green arrow snow peas (  gram packet ferry-morse has been supplying the b ...	0	0.55	4
rumi : hidden music ( hardcover a breathtaking never before translated collection of poems by rumi , one of the w ...	0	0.585	4
girl same but i have all the boyz .	1	0.175	5
more weeks b i officially start packing inside me is crying . i can't bare to leave ~	0	0.425	1
congrats  ! ! you are fulfilling your dreams and aspirations . you will go far in life without a doubt . love you .	1	0.575	2
yeaah iknow i'm being selfish	0	0.145	1
#yougetmajorpointsif your going to #ncat next year	1	0.25	1
#changefriendstweetswithameerhemsem alhamdulillah ameer hemsem  hahahahahhahahahahhahahahh xd	1	0.465	3
it's a  minute walk	0	0.095	3
it's funny how i'm always there for you , but the one time i need you , you're not there #nobigdealim here for you	1	0.57	1
haha oh well , i shall go and sleep it's late x ) i start school at  am tomorrow	0	0.4	3
melissa & doug cheerleader puppet ( toy this playful plush puppet is a great pretend-play pal . the cute and cud ...	0	0.58	3
such a headache :'/ urgh .. why doesn't it piss off < < <	0	0.285	3
"man ... even chewbacca couldnt get in to comicon i asked him how he felt ... he said "" aaarrrgghhh """	0	0.5	5
rt  goodmorning ) ) happy birthday yaa  \ ( ^ . ^ ) / wish you to have an amazing brthday tday ! smoga cita  tercapain .	1	0.6	3
right . there is truth to that madness .	1	0.2	3
a place i like to call home	1	0.135	2
ayy ur girlfriend is arina riqht	1	0.16	4
can the bake sale come sooner i want a cupcake	0	0.23	1
we just made history show you guys what has been yeah you can wear my raybans but you gotta keep the lense clean laters guys xx	1	0.635	4
but it was a good idea !	1	0.12	2
i see that	1	0.05	2
i'm sick maybe if you follow or tweet me , i'll feel better baby . <	0	0.34	3
i love indian food as well ( butter chicken ftw ) , but sometimes it really hurts my tummy lol . u like samosas , right ? veggie >	0	0.65	4
error made because i'm sitting on bart trying to code and touch type on my shitty phone at the same time	1	0.52	1
okay , maybe i don't have the day off tomorrow	0	0.23	4
i feel guilty . okay wow omg if it's true , i am very sorry	0	0.295	3
oh , how i wish , that was me	0	0.145	4
was in a car accident	0	0.105	3
do you know what would be really cool ?	1	0.195	2
"berkley gulp !  "" shaky shad size :  "" ; color : pumpkinseed ( ps the berkley gulp !  "" shaky shad is the ideal reac ..."	0	0.6	4
rt this for your twitter to be officially signed by niall	1	0.285	3
i'm single and so ready to mingle #nowthatswhatimtalkigabout	1	0.3	2
i missed the moment when u called me pendek	0	0.215	2
#thesyndicate utterly brilliant . very sad it's finished	0	0.28	4
st . trinian's ( dvd st trinians , the infamous school for young ladies , is in trouble . despite being an old f ...	0	0.58	4
ohh . come to denmark it's a little warmer . sweet picture	1	0.29	5
relationship recovery : healing one relationship at a time ( paperback relationship recovery no man is an islan ...	0	0.575	1
hold your head high , and your middle finger higher . let him know what he's missing	1	0.42	5
hi ms . jeck , i hope you enjoyed your day last night with the xhms ! what can you say about them ? about s ? ) thank you !	1	0.615	5
she's amazing ... and when i say she . i mean  and no one else ...	1	0.33	2
thank you ! ! you all are the best !	1	0.18	2
just stood there swaying	1	0.12	5
i'm not amused hahaha	0	0.105	3
"""   how about i'm in class & these dudes sitting here talking about your videos ! ! keep doing ya thing boo ! ! """	1	0.565	4
i'm going to be working during the nfl draft #firstworldpains	0	0.305	4
dlo - relaxed leather (  rivets embossed the relaxed leather cases each feature a protective flip-ov ...	0	0.52	1
sorry . i'm trying but  won't give me any ideas either	0	0.27	2
thanks ! ! rt  s / o to  for doing great job on her speech ! ! !	1	0.32	1
why are you yelling at me	0	0.125	5
possibly ... none that i've ever met ... but it's still possible . at least , i don't even see any of my friends anymore .	0	0.61	3
hahah , i want all the foodlisted just now go buy for me hahahah	0	0.32	4
wait ... if  is gonna be at  tonight does that mean i can't watch him play ? ?	0	0.39	4
you have the forever young book ? ! ? ! i still need that one ! ! ! i only have dare to dream	0	0.465	4
back on my grind in the am ... been sick for weeks . so hard start back up	0	0.37	3
yes i am , thank you very much .	1	0.16	1
come and make me sleep oh	0	0.125	5
can't that b me lol ...	1	0.115	5
yo wtf . it feel like someone kicked the living crap out of my stomach i hate cramps omg	0	0.44	4
goodnight < gunna watch dahh gamee witt dahh fam	1	0.24	1
"liam can you say "" ciao "" to italy ? please (  live on  italy love you x"	0	0.36	1
just finished rehearsals for the coaches performance , man am i blessed to be performing with these people .	1	0.54	1
happy birthday  look i'm almost as white as you ! ! haha ! !	1	0.3	4
probably idfk what happened to it , the track pad and shit just stopped working	0	0.395	1
i know  is jealous of my dinner	1	0.155	4
thanks . my moms said that you should just study ... when you you graduated can go to korea i think she wont that i see the :d	0	0.63	2
#staystrongwhenpicnikcloseszayn  we're all here for you , you'll be fine , we love you x x x	1	0.46	4
losing my trust is like dropping a licked lollipop in the sand ... it's a wrap . - - must be a virgo trait , i am the same ! !	1	0.63	2
today was terrible . i got syrup in my hair this morning . a dead fly in my lunch . and colton went home on american idol . today was crappy .	0	0.71	3
uncle ed's lap ( kindle edition fiona volunteers to help her recently widowed uncle get his house in order befo ...	0	0.575	2
please keep your health	1	0.115	5
